,media_id,media_title,duration,status,media_type,archived,folder_name,section,created_at,updated_at,load_date
131,hnfead9g6u,Chris Face VSL The Gap Method Tiktok Paid Ads,435.456,ready,Video,false,Main Funnel - B2C,VSLs - 2025 Winning VSL (With Chris Face) Paid Ads,2025-01-13T00:33:26+00:00,2025-05-01T14:46:32+00:00,2026-05-10T00:00:00.000
132,g33m3y03gj,Chris Face VSL The Gap Method Youtube Brand Search  Paid Ads,435.456,ready,Video,false,Main Funnel - B2C,VSLs - 2025 Winning VSL (With Chris Face) Paid Ads,2025-01-13T00:32:10+00:00,2025-05-01T14:46:32+00:00,2026-05-10T00:00:00.000
133,gskhw4w4lm,Chris Face VSL The Gap Method Youtube  Paid Ads,435.456,ready,Video,false,Main Funnel - B2C,VSLs - 2025 Winning VSL (With Chris Face) Paid Ads,2025-01-13T00:31:55+00:00,2025-05-01T14:46:32+00:00,2026-05-10T00:00:00.000
134,l2qhkz8z5j,Chris Face VSL The Gap Method Google PPC,435.456,ready,Video,false,Main Funnel - B2C,VSLs - 2025 Winning VSL (With Chris Face) Paid Ads,2025-04-01T15:11:00+00:00,2025-05-01T14:46:32+00:00,2026-05-10T00:00:00.000
135,8hunphufxp,rivas_-_de_testimonial (1080p) (1),988.694,ready,Video,false,Testimonials,,2024-06-10T04:56:20+00:00,2025-05-01T13:41:10+00:00,2026-05-10T00:00:00.000
136,jki221v5ve,quicni (720p),232,ready,Video,false,Testimonials,,2024-06-10T04:46:02+00:00,2025-05-01T13:39:57+00:00,2026-05-10T00:00:00.000
137,7qd7sjlwsr,Zaed,195.441,ready,Video,false,rebecca's uploads,,2025-04-25T13:21:07+00:00,2025-04-25T13:26:39+00:00,2026-05-10T00:00:00.000
138,9k4tbcdfg0,The Gap Method,2195.01,ready,Video,false,AE MW,,2025-01-04T00:35:10+00:00,2025-03-02T11:45:39+00:00,2026-05-10T00:00:00.000
139,6vt1e9dp1r,Chris Face VSL The Gap Method affiliate jv zoo,435.456,ready,Video,false,Main Funnel - B2C,VSLs - 2025 Winning VSL (With Chris Face) Other,2025-01-16T07:40:00+00:00,2025-03-02T11:45:39+00:00,2026-05-10T00:00:00.000
140,8v1gsk6zux,Chris Face VSL The Gap Method Linkedin Organic,435.456,ready,Video,false,Main Funnel - B2C,VSLs - 2025 Winning VSL (With Chris Face) Organic,2025-01-13T00:38:19+00:00,2025-03-02T11:45:39+00:00,2026-05-10T00:00:00.000
141,ihplkzxgcc,bbetos_testimonial (720p),100.075,ready,Video,false,Testimonials,,2024-10-27T17:04:27+00:00,2025-03-02T11:45:39+00:00,2026-05-10T00:00:00.000
142,ap7e6bccki,The Gap Method - MW,435.456,ready,Video,false,AE MW,,2024-11-30T18:12:56+00:00,2025-03-02T11:45:39+00:00,2026-05-10T00:00:00.000
143,gzycgygw5n,Chris Face VSL The Gap Method Instagram Organic,435.456,ready,Video,false,Main Funnel - B2C,VSLs - 2025 Winning VSL (With Chris Face) Organic,2025-01-13T00:38:19+00:00,2025-03-02T11:45:39+00:00,2026-05-10T00:00:00.000
144,wcfis58ots,Chris Face VSL The Gap Method Youtube Organic,435.456,ready,Video,false,Main Funnel - B2C,VSLs - 2025 Winning VSL (With Chris Face) Organic,2025-01-13T00:38:19+00:00,2025-03-02T11:45:39+00:00,2026-05-10T00:00:00.000
145,ztz3pt4ujb,Oct 2024 Testimonial,176.967,ready,Video,false,Testimonials,,2024-10-31T19:28:54+00:00,2025-03-02T11:45:39+00:00,2026-05-10T00:00:00.000
146,oeyawxsb9h,The Data Career Playbook - Must watch,439.136,ready,Video,false,AE MW,,2024-09-11T12:44:58+00:00,2025-03-02T11:45:38+00:00,2026-05-10T00:00:00.000
147,dx7e43zx25,The Data Career Playbook - Must watch -,439.136,ready,Video,false,AE MW,,2024-09-23T17:14:09+00:00,2025-03-02T11:45:38+00:00,2026-05-10T00:00:00.000
148,mfgw2oa7ts,calvin_testimonial_20240229 (240p),125.419,ready,Video,false,Testimonials,,2024-06-10T04:45:10+00:00,2025-03-02T11:45:38+00:00,2026-05-10T00:00:00.000
149,9smo8stbmh,vish_testimonial,95.067,ready,Video,false,Testimonials,,2024-06-10T04:36:09+00:00,2025-03-02T11:45:38+00:00,2026-05-10T00:00:00.000
150,812lv4xhhc,Data Engineer Academy MW,350.134,ready,Video,false,AE MW,,2024-09-02T22:23:08+00:00,2025-03-02T11:45:38+00:00,2026-05-10T00:00:00.000
151,t7uebcp3yj,akhil_testimonial (720p),124.822,ready,Video,false,Testimonials,,2024-06-10T04:49:27+00:00,2025-03-02T11:45:38+00:00,2026-05-10T00:00:00.000
152,pcdje5nsmk,nick_logan_deacademy_testimonial (1080p),232.513,ready,Video,false,Testimonials,,2024-06-10T04:48:56+00:00,2025-03-02T11:45:38+00:00,2026-05-10T00:00:00.000
153,83rtgop14t,pre-call_video instagram organic,1251.4,ready,Video,false,Main Funnel - B2C,Pre Call Video - Organic Ads,2025-01-16T06:14:51+00:00,2025-01-16T06:17:08+00:00,2026-05-10T00:00:00.000
154,rkva702gzk,pre-call_video youtube organic,1251.4,ready,Video,false,Main Funnel - B2C,Pre Call Video - Organic Ads,2025-01-16T06:14:52+00:00,2025-01-16T06:16:40+00:00,2026-05-10T00:00:00.000
155,yh2cthhjib,pre-call_video fb gp organic,1251.4,ready,Video,false,Main Funnel - B2C,Pre Call Video - Organic Ads,2025-01-16T06:14:52+00:00,2025-01-16T06:16:36+00:00,2026-05-10T00:00:00.000
